taxon,scientific_name,Family,Subfamily,body_size_female (mm),N_body_size_female,body_size_male (mm),N_body_size_male,forewing_length_females (mm),N_forewing_length_females,forewing_length_males (mm),N_forewing_length_males,trophic level / diet,reproductive mode,foraging strata / habitat,References,OBS
Hymenoptera,Phygadeuontinae sp. 01,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"69. Horstmann, K. (2010) Revisions of Nearctic Tersilochinae II. Genera Allophrys Förster, Spinolochus Horstmann and Stethantyx Townes (Hymenoptera, Ichneumonidae). Spixiana, 33(1): 73-109.",
Hymenoptera,Phygadeuontinae sp. 03,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"70. Rao, S.N. & Kurian, C. (1951) Descriptions of eleven new and records of fifteen known species of Ichneumonidae (Hymenoptera Parasitica) from India - Part II. Indian Journal of Entomology, 13: 65-78.",
Hymenoptera,Phygadeuontinae sp. 04,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"71. Schmiedeknecht, O. (1911) Opuscula Ichneumonologica IV. Band. Ophioninae. Blankenburg in Thüringen, 2081-2271.",
Hymenoptera,Phygadeuontinae sp. 05,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"72. Richards, O.W. (1949) Parasitic Hymenoptera found in British houses, warehouses and ships. I: Ichneumonidae. Proceedings of the Royal Entomological Society of London (B), 18: 19-35.",
Hymenoptera,Phygadeuontinae sp. 06,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"73. Wahl, D.B. 1991. A new species of Dusona from New Zealand, and the application of Dusona vs. Delopia (Hymenoptera: Ichneumonidae, Campopleginae). PROC. ENTOMOL. SOC. WASH. 93(4), pp. 946-950.",
Hymenoptera,Phygadeuontinae sp. 07,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"74. Harris, A. C. 1987: Pompilidae (Insecta: Hymenoptera). Fauna of New Zealand 12, 160 pp.",
Hymenoptera,Phygadeuontinae sp. 08,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"75. Kendall, L.K.; Ward, D.F. 2016. Habitat determinants of the taxonomic and functional diversity of parasitoid wasps. Biodivers. Conserv. DOI 10.1007/s10531-016-1174-y",
Hymenoptera,Phygadeuontinae sp. 09,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"78. Smith, F. 1878. Descriptions of new species of Hymenopterous Insects from New Zeukand, collected by Prof. HUTTON, at Otago. THE TRANSACTIONS ENTOMOLOGICAL SOCIETY OF LONDON.",
Hymenoptera,Phygadeuontinae sp. 10,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,82. New Zealand Hymenoptera. Available: https://nz-hymenoptera.myspecies.info/taxonomy/term/1098/media. Accessed 30 April 2022. ,
Hymenoptera,Phygadeuontinae sp. 11,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"83. Wang, Q; Shi, G. 2001. Host preference and sex allocation of three hymenopteran parasitoid species (Ichneumonidae and Braconidae) of a longicorn pest, Oemona hirta (Fabr.) (Col., Cerambycidae). J. Appl. Ent. 125, 463-467.",
Hymenoptera,Phygadeuontinae sp. 14,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"84. iNaturalist contributors, iNaturalist (2022). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2022-05-03. Available from https://www.gbif.org/occurrence/3466078058",
Hymenoptera,Phygadeuontinae sp. 15,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"85. Harris, AC. 1978. Mimicry by a Longhorn Beetle, Neocalliprason elegans (Coleoptera: Cerambycidae), of its Parasitoid, Xanthocryptus novozealandicus (Hymenoptera: Ichneumonidae). New Zealand Entomologist, 6:4, 406-408, DOI: 10.1080/00779962.1978.9722305",
Hymenoptera,Phygadeuontinae sp. 16,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"86.  Schnitzler, FR. 2008. Hymenopteran Parasitoid Diversity & Tri-Trophic Interactions: The Effects of Habitat Fragmentation in Wellington, New Zealand. Victoria University of Wellington. Thesis. ",
Hymenoptera,Phygadeuontinae sp. 17,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"87. Berry, 1990. The New Zealand species of the subfamily Metopiinae (Hymenoptera: Ichneumonidae). New Zealand Journal of Zoology. DOI: 10.1080/03014223.1990.10422958",
Hymenoptera,Phygadeuontinae sp. 18,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"88. Barron, J.R. 1978. Systematics of the world Eucerotinae (Hymenoptera, Ichneumonidae) Part 2. Non-Nearctic species. Naturaliste Canadien. 105:327-374.",
Hymenoptera,Phygadeuontinae sp. 21,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"89. McGregor, PG; Watts PJ; Esson, MJ. 1987. Light trap records from southern North Island hill country. New Zealand Entomologist. Vol. 10.",
Hymenoptera,Phygadeuontinae sp. 22,Ichneumonidae,Phygadeuontinae,3.2-3.7 [62]; 2.4-2.6 [1]; 3-4 [9]; 6.5-7.5 [63],18 [62]; 12 [1]; 4 [9]; 8 [63],3.0-3.5 [62]; 3 [7] ; 3.5 [8]; 8-10 [64]; 6-8 [66],15 [62]; 1 [7]; 1 [8]; 5 [64]; 32 [66],2.5 [1];  5.5-6.0 [63]; 3.0-4.1 [65],7 [1]; 8 [63]; 11 [65],3.8 [6]; 3.5-4.2 [65]; 4.5-6.0 [66],1 [6]; 135 [65]; 32 [66],"holometabolous insect pupae and prepupae (including cocooned Ichneumonoidea), spider egg sacs and Diptera larvae and puparia [20]",idiobiont ectoparasitoid [20],NA,"90. VALENTINE, E. W. 1967: A list of the hosts of entomophagous insects of New Zealand. N.Z. Journal of Science 10 (4) : 11 00-209.",
Hymenoptera,Phytodietus zealandicus,Ichneumonidae,Tryphoninae,10.76 [75],5 [75],NA,NA,NA,NA,NA,NA,Parasitoid of Lepidoptera [75],"coinobionte, holometabolous [75]","Forest, fragment 1180 a 4738m2 [75]","91. Van Noort, S. 2022. WaspWeb: Hymenoptera of the Afrotropical region. URL: www.waspweb.org (accessed on <day/month/year>).",Média única entre Netelia ephippiata e Phytodietus zealandicu [ver 75]
Hymenoptera,Priocnemis conformis,Pompilidae,Pepsinae,8.48 [14]; 7.5-19 [92],1 [14]; 864 [92],1.55 [82]; 5-14 [92],1 [82]; 594 [92],6.5-14.5 [92],864 [92],1.18 [82]; 4.5-12 [92],1 [82]; 594 [92],Parasitoid of spiders [86],"coinobionte, holometabolous [86]","Forest, fragment 1180 a 4738m2 [86]","92. Harris, A.C. (1974) A Systematic Revision of the New Zealand Pompilidae (Hymenoptera) with Studies on Larvae, Life Histories, Distribution, Variation, Paleogeography, Hybrid-Zones, Mimicry, and Environmental Melanism. Thesis. Victoria University of Wellington. 264 pp.",
Hymenoptera,Priocnemis monachus,Pompilidae,Pepsinae,17.03 [82]; 12-26 [92],1  [82]; 16 [92],9.6-19.1 [92],6 [92],15.67  [82]; 11-22.5 [92],1  [82]; 16 [92],8.5-17 [92],6 [92],Parasitoid of spiders [86],"coinobionte, holometabolous [86]","Foreest, fragment 12190 a 19525m2 [86]",,
Hymenoptera,Proctotrupidae sp. 01,Proctotrupidae,,5.58 [61]; 2.0-7.66 [41],1 [61]; 5 [41],5 [41],1 [41],1.8-5.6 [40]; 1.88-4.9 [41],14 [40]; 5 [41],1.9-3.3 [40]; 3.58 [41],3 [40],Parasitoid of Coleoptera [40],endoparasitoids [40],Most species are in damp habitats [40],,
Hymenoptera,Sphictostethus fugax,Pompilidae,Pepsinae,8.0-15.0 [74],1350 [74],6.7-9.6 [74],980 [74],7.5-14.0 [74],1350 [74],6.5-9.3 [74],980 [74],"Parasitoid of spiders [74, 86]","coinobionte, holometabolous [74, 86]","forest, fragment 1180 a 27616m2 [86,74]",,
Hymenoptera,Sphictostethus nitidus,Pompilidae,Pepsinae,8.5-22.0 [74],855 [74],7.5-15.0 [74],593 [74], 7.5-19.0 [74],855 [74],7.0-13.0 [74],593 [74],"Parasitoid of spiders [74, 86]","coinobionte, holometabolous [74, 86]","forest, fragment 1180 a 27616m2 [86, 74]",,
Hymenoptera,Tersilochinae sp. 01,Ichneumonidae,Tersilochinae,2.9-4.87 [15]; 6-11 [69],8 [15]; 12 [69],5-9 [99]; 3-3.5 [70]; 3.5 [71],51 [99]; 4 [70]; 1 [71],2.16-4.0 [15],8 [15],2.65-2.8 [68],22 [68],The majority of species develop as parasitoids of larval Coleoptera [20],koinobiont endoparasitoids [67],NA,,
Hymenoptera,Tersilochinae sp. 02,Ichneumonidae,Tersilochinae,2.9-4.87 [15]; 6-11 [69],8 [15]; 12 [69],5-9 [99]; 3-3.5 [70]; 3.5 [71],51 [99]; 4 [70]; 1 [71],2.16-4.0 [15],8 [15],2.65-2.8 [68],22 [68],The majority of species develop as parasitoids of larval Coleoptera [20],koinobiont endoparasitoids [67],NA,,
Hymenoptera,Tersilochinae sp. 03,Ichneumonidae,Tersilochinae,2.9-4.87 [15]; 6-11 [69],8 [15]; 12 [69],5-9 [99]; 3-3.5 [70]; 3.5 [71],51 [99]; 4 [70]; 1 [71],2.16-4.0 [15],8 [15],2.65-2.8 [68],22 [68],The majority of species develop as parasitoids of larval Coleoptera [20],koinobiont endoparasitoids [67],NA,,
Hymenoptera,Tersilochinae sp. 04,Ichneumonidae,Tersilochinae,2.9-4.87 [15]; 6-11 [69],8 [15]; 12 [69],5-9 [99]; 3-3.5 [70]; 3.5 [71],51 [99]; 4 [70]; 1 [71],2.16-4.0 [15],8 [15],2.65-2.8 [68],22 [68],The majority of species develop as parasitoids of larval Coleoptera [20],koinobiont endoparasitoids [67],NA,,
Hymenoptera,Tersilochinae sp. 05,Ichneumonidae,Tersilochinae,2.9-4.87 [15]; 6-11 [69],8 [15]; 12 [69],5-9 [99]; 3-3.5 [70]; 3.5 [71],51 [99]; 4 [70]; 1 [71],2.16-4.0 [15],8 [15],2.65-2.8 [68],22 [68],The majority of species develop as parasitoids of larval Coleoptera [20],koinobiont endoparasitoids [67],NA,,
Hymenoptera,Tersilochinae sp. 06,Ichneumonidae,Tersilochinae,2.9-4.87 [15]; 6-11 [69],8 [15]; 12 [69],5-9 [99]; 3-3.5 [70]; 3.5 [71],51 [99]; 4 [70]; 1 [71],2.16-4.0 [15],8 [15],2.65-2.8 [68],22 [68],The majority of species develop as parasitoids of larval Coleoptera [20],koinobiont endoparasitoids [67],NA,,
Hymenoptera,Tersilochinae sp. 07,Ichneumonidae,Tersilochinae,2.9-4.87 [15]; 6-11 [69],8 [15]; 12 [69],5-9 [99]; 3-3.5 [70]; 3.5 [71],51 [99]; 4 [70]; 1 [71],2.16-4.0 [15],8 [15],2.65-2.8 [68],22 [68],The majority of species develop as parasitoids of larval Coleoptera [20],koinobiont endoparasitoids [67],NA,,
Hymenoptera,Tersilochinae sp. 08,Ichneumonidae,Tersilochinae,2.9-4.87 [15]; 6-11 [69],8 [15]; 12 [69],5-9 [99]; 3-3.5 [70]; 3.5 [71],51 [99]; 4 [70]; 1 [71],2.16-4.0 [15],8 [15],2.65-2.8 [68],22 [68],The majority of species develop as parasitoids of larval Coleoptera [20],koinobiont endoparasitoids [67],NA,,
Hymenoptera,Tersilochinae sp. 09,Ichneumonidae,Tersilochinae,2.9-4.87 [15]; 6-11 [69],8 [15]; 12 [69],5-9 [99]; 3-3.5 [70]; 3.5 [71],51 [99]; 4 [70]; 1 [71],2.16-4.0 [15],8 [15],2.65-2.8 [68],22 [68],The majority of species develop as parasitoids of larval Coleoptera [20],koinobiont endoparasitoids [67],NA,,
Hymenoptera,Xanthocryptus novozealandicus,Ichneumonidae,Phygadeuontinae,12.5 [83],26 [83],10.9 [83],26 [83],5.96 [84],1 [84],NA,NA,"Beetles (Cerambycidae) [85, 86, 90]","coinobionte, holometabolous [85, 86, 90]","forest, fragment 3804 a 4738m2  [85, 86, 90]",,
Hymenoptera,Xenolytus bitinctus,Ichneumonidae,Phygadeuontinae,3.5-7.0 [72],25 [72],2.0-6.0 [72],26 [72],NA,NA,NA,NA,"Parasitoid of Lepidoptera: Geometridae, Gelechiidae [86, 91]","coinobionte, holometabolous [86, 91]","fosrest, fragment 1635m2 [86, 91]",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
